Datum,Workout-Name,Dauer,Name der Übung,Reihenfolge festlegen,Gewicht,Wiederh.,Entfernung,Sekunden,Notizen,Workout-Notizen,RPE
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Bench Press (Barbell)",1,50.0,8,0,0,"","",
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Bench Press (Barbell)",2,50.0,6,0,0,,,
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Bench Press (Barbell)",3,50.0,7,0,0,,,
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Bench Press (Barbell)",4,50.0,5,0,0,,,
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Incline Bench Press (Barbell)",1,35.0,8,0,0,"",,
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Incline Bench Press (Barbell)",2,35.0,7,0,0,,,
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Triceps Extension (Dumbbell)",1,20.0,8,0,0,"",,
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Triceps Extension",1,15.0,8,0,0,"",,
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Triceps Extension",2,15.0,8,0,0,,,
2018-07-17 01:23:40,"Push Tag v1 1/3 #1",42min,"Triceps Extension",3,15.0,6,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Pull Up",1,0.0,4,0,0,"","",
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Pull Up",2,0.0,5,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Pull Up",3,0.0,3,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Lat Pulldown (Cable)",1,47.0,8,0,0,"",,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Lat Pulldown (Cable)",2,47.0,6,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Lat Pulldown (Cable)",3,40.0,10,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"hinter Schultern",1,5.0,12,0,0,"",,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"hinter Schultern",2,5.0,12,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"hinter Schultern",3,5.0,12,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Bicep Curl (Barbell)",1,20.0,7,0,0,"",,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Bicep Curl (Barbell)",2,15.0,8,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Bicep Curl (Barbell)",3,15.0,8,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Bicep Curl (Barbell)",4,15.0,8,0,0,,,
2018-07-18 22:55:03,"Pull Tag v1 2/3 #1",42min,"Bicep Curl (Barbell)",5,15.0,8,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Bench Press (Barbell)",1,55.0,6,0,0,"","Bankdrücken Fly ++",
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Bench Press (Barbell)",2,50.0,8,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Bench Press (Barbell)",3,50.0,8,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Bench Press (Barbell)",4,50.0,8,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Incline Bench Press (Barbell)",1,35.0,8,0,0,"",,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Incline Bench Press (Barbell)",2,35.0,8,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Incline Bench Press (Barbell)",3,30.0,10,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Chest Fly",1,35.0,10,0,0,"",,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Chest Fly",2,35.0,10,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Chest Fly",3,35.0,10,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Overhead Press (Barbell)",1,25.0,8,0,0,"",,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Overhead Press (Barbell)",2,25.0,9,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Overhead Press (Barbell)",3,25.0,8,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Triceps Extension (Dumbbell)",1,20.0,8,0,0,"",,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Triceps Extension (Dumbbell)",2,20.0,8,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Triceps Extension (Dumbbell)",3,20.0,10,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Triceps Extension",1,20.0,8,0,0,"",,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Triceps Extension",2,22.5,5,0,0,,,
2018-07-20 00:19:10,"Push Tag v1 1/3 #2",1h 41min,"Triceps Extension",3,20.0,8,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Bench Press (Barbell)",1,55.0,5,0,0,"","",
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Bench Press (Barbell)",2,55.0,6,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Bench Press (Barbell)",3,50.0,7,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Bench Press (Barbell)",4,50.0,8,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Incline Bench Press (Barbell)",1,35.0,8,0,0,"",,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Incline Bench Press (Barbell)",2,35.0,8,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Incline Bench Press (Barbell)",3,35.0,8,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Chest Fly",1,42.0,10,0,0,"",,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Chest Fly",2,42.0,8,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Chest Fly",3,42.0,10,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Overhead Press (Barbell)",1,25.0,10,0,0,"",,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Overhead Press (Barbell)",2,25.0,8,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Overhead Press (Barbell)",3,25.0,8,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Triceps Extension (Dumbbell)",1,22.5,7,0,0,"",,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Triceps Extension (Dumbbell)",2,22.5,8,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Triceps Extension (Dumbbell)",3,22.5,10,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Triceps Extension",1,20.0,10,0,0,"",,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Triceps Extension",2,20.0,9,0,0,,,
2018-07-23 23:08:11,"Push Tag v1 1/3 #3",1h 27min,"Triceps Extension",3,20.0,10,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Pull Up",1,0.0,5,0,0,"","",
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Pull Up",2,0.0,5,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Pull Up",3,0.0,5,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Pull Up",4,0.0,4,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Lat Pulldown (Cable)",1,40.0,12,0,0,"",,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Lat Pulldown (Cable)",2,47.0,8,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Lat Pulldown (Cable)",3,47.0,8,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"hinter Schultern",1,10.0,8,0,0,"",,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"hinter Schultern",2,10.0,8,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"hinter Schultern",3,10.0,8,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Bicep Curl (Barbell)",1,20.0,8,0,0,"",,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Bicep Curl (Barbell)",2,20.0,8,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Bicep Curl (Barbell)",3,15.0,10,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Bicep Curl (Barbell)",4,15.0,8,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Bicep Curl (Barbell)",5,15.0,8,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Bicep Curl (Barbell)",6,15.0,7,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Hammer Curl (Dumbbell)",1,10.0,12,0,0,"",,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Hammer Curl (Dumbbell)",2,10.0,12,0,0,,,
2018-07-24 21:57:42,"Pull Tag v1 2/3 #2",1h 5min,"Hammer Curl (Dumbbell)",3,10.0,10,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Squat (Barbell)",1,20.0,8,0,0,"","",
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Squat (Barbell)",2,20.0,8,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Squat (Barbell)",3,20.0,8,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Squat (Barbell)",4,20.0,8,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Leg Extension (Machine)",1,35.0,10,0,0,"",,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Leg Extension (Machine)",2,35.0,10,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Leg Extension (Machine)",3,35.0,10,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Leg Curl",1,35.0,10,0,0,"",,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Leg Curl",2,35.0,10,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Leg Curl",3,35.0,10,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Calf Raise sitting",1,20.0,8,0,0,"",,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Calf Raise sitting",2,20.0,8,0,0,,,
2018-07-25 23:09:47,"Legs Tag v1 3/3 #1",35min,"Calf Raise sitting",3,20.0,8,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Bench Press (Barbell)",1,55.0,5,0,0,"","",
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Bench Press (Barbell)",2,55.0,5,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Bench Press (Barbell)",3,50.0,8,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Bench Press (Barbell)",4,50.0,7,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Incline Bench Press (Barbell)",1,40.0,5,0,0,"",,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Incline Bench Press (Barbell)",2,35.0,8,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Incline Bench Press (Barbell)",3,35.0,8,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Chest Fly",1,50.0,7,0,0,"",,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Chest Fly",2,42.0,7,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Chest Fly",3,42.0,6,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Overhead Press (Barbell)",1,30.0,5,0,0,"",,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Overhead Press (Barbell)",2,25.0,10,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Overhead Press (Barbell)",3,25.0,9,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Triceps Extension (Dumbbell)",1,22.5,8,0,0,"",,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Triceps Extension (Dumbbell)",2,22.5,9,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Triceps Extension (Dumbbell)",3,22.5,7,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Triceps Extension",1,20.0,9,0,0,"",,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Triceps Extension",2,20.0,10,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Triceps Extension",3,22.5,7,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Decline Crunch",1,0.0,25,0,0,"",,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Decline Crunch",2,10.0,10,0,0,,,
2018-07-26 22:43:44,"Push Tag v1 1/3 #4",1h 29min,"Decline Crunch",3,10.0,10,0,0,,,
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Bench Press (Barbell)",1,50.0,11,0,0,"","",
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Bench Press (Barbell)",2,50.0,9,0,0,,,
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Bench Press (Barbell)",3,50.0,6,0,0,,,
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Chest Fly",1,42.0,10,0,0,"",,
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Chest Fly",2,42.0,10,0,0,,,
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Chest Fly",3,42.0,10,0,0,,,
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Triceps Extension",1,22.5,8,0,0,"",,
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Triceps Extension",2,22.5,7,0,0,,,
2018-07-30 22:50:05,"Push Tag v1 1/3 #5",44min,"Triceps Extension",3,22.5,6,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Pull Up",1,0.0,5,0,0,"","",
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Pull Up",2,0.0,5,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Pull Up",3,0.0,5,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Pull Up",4,0.0,4,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Lat Pulldown (Cable)",1,40.0,8,0,0,"",,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Lat Pulldown (Cable)",2,47.0,11,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Lat Pulldown (Cable)",3,47.0,8,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"hinter Schultern",1,10.0,8,0,0,"",,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"hinter Schultern",2,10.0,8,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"hinter Schultern",3,10.0,8,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Bicep Curl (Barbell)",1,20.0,8,0,0,"",,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Bicep Curl (Barbell)",2,20.0,7,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Bicep Curl (Barbell)",3,15.0,9,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Bicep Curl (Barbell)",4,15.0,6,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Hammer Curl (Dumbbell)",1,15.0,8,0,0,"",,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Hammer Curl (Dumbbell)",2,15.0,9,0,0,,,
2018-08-01 00:25:36,"Pull Tag v1 2/3 #3",1h 8min,"Hammer Curl (Dumbbell)",3,15.0,10,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Squat (Barbell)",1,20.0,6,0,0,"","",
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Squat (Barbell)",2,20.0,8,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Squat (Barbell)",3,20.0,8,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Squat (Barbell)",4,20.0,8,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Leg Extension (Machine)",1,42.5,10,0,0,"",,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Leg Extension (Machine)",2,42.5,10,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Leg Extension (Machine)",3,42.5,10,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Leg Curl",1,50.0,9,0,0,"",,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Leg Curl",2,50.0,8,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Leg Curl",3,50.0,9,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Calf Raise sitting",1,25.0,8,0,0,"",,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Calf Raise sitting",2,25.0,8,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Calf Raise sitting",3,25.0,8,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Decline Crunch",1,5.0,20,0,0,"",,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Decline Crunch",2,5.0,16,0,0,,,
2018-08-01 22:45:21,"Legs Tag v1 3/3 #2",1h 9min,"Decline Crunch",3,5.0,10,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Bench Press (Barbell)",1,55.0,6,0,0,"","",
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Bench Press (Barbell)",2,50.0,8,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Bench Press (Barbell)",3,50.0,5,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Bench Press (Barbell)",4,50.0,8,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Incline Bench Press (Barbell)",1,40.0,8,0,0,"",,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Incline Bench Press (Barbell)",2,40.0,6,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Incline Bench Press (Barbell)",3,40.0,6,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Chest Fly",1,50.0,10,0,0,"",,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Chest Fly",2,50.0,6,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Chest Fly",3,50.0,6,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Overhead Press (Barbell)",1,30.0,7,0,0,"",,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Overhead Press (Barbell)",2,30.0,5,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Overhead Press (Barbell)",3,25.0,6,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Triceps Extension (Dumbbell)",1,22.5,7,0,0,"",,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Triceps Extension (Dumbbell)",2,22.5,6,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Triceps Extension (Dumbbell)",3,20.0,8,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Triceps Extension",1,22.5,8,0,0,"",,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Triceps Extension",2,25.0,5,0,0,,,
2018-08-02 23:25:43,"Push Tag v1 1/3 #6",1h 6min,"Triceps Extension",3,25.0,5,0,0,,,
2018-08-13 22:20:03,"Push Tag v1 1/3 #7",37min,"Bench Press (Barbell)",1,45.0,8,0,0,"","",
2018-08-13 22:20:03,"Push Tag v1 1/3 #7",37min,"Bench Press (Barbell)",2,45.0,9,0,0,,,
2018-08-13 22:20:03,"Push Tag v1 1/3 #7",37min,"Bench Press (Barbell)",3,45.0,8,0,0,,,
2018-08-13 22:20:03,"Push Tag v1 1/3 #7",37min,"Bench Press (Barbell)",4,45.0,8,0,0,,,
2018-08-13 22:20:03,"Push Tag v1 1/3 #7",37min,"Triceps Extension",1,20.0,8,0,0,"",,
2018-08-13 22:20:03,"Push Tag v1 1/3 #7",37min,"Triceps Extension",2,25.0,8,0,0,,,
2018-08-13 22:20:03,"Push Tag v1 1/3 #7",37min,"Triceps Extension",3,25.0,5,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Pull Up",1,0.0,5,0,0,"","",
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Pull Up",2,0.0,5,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Pull Up",3,0.0,4,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Lat Pulldown (Cable)",1,57.0,7,0,0,"",,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Lat Pulldown (Cable)",2,57.0,6,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Lat Pulldown (Cable)",3,57.0,5,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"hinter Schultern",1,10.0,8,0,0,"",,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"hinter Schultern",2,10.0,8,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"hinter Schultern",3,10.0,8,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Bicep Curl (Barbell)",1,20.0,5,0,0,"",,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Bicep Curl (Barbell)",2,15.0,8,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Bicep Curl (Barbell)",3,15.0,7,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Bicep Curl (Barbell)",4,15.0,9,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Hammer Curl (Dumbbell)",1,20.0,8,0,0,"",,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Hammer Curl (Dumbbell)",2,20.0,7,0,0,,,
2018-08-14 22:58:48,"Pull Tag v1 2/3 #4",1h 13min,"Hammer Curl (Dumbbell)",3,20.0,4,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Squat (Barbell)",1,20.0,8,0,0,"","",
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Squat (Barbell)",2,20.0,8,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Squat (Barbell)",3,25.0,8,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Squat (Barbell)",4,25.0,8,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Leg Extension (Machine)",1,57.5,10,0,0,"",,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Leg Extension (Machine)",2,57.5,10,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Leg Extension (Machine)",3,57.5,10,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Calf Raise sitting",1,25.0,10,0,0,"",,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Calf Raise sitting",2,25.0,9,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Calf Raise sitting",3,30.0,7,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Decline Crunch",1,5.0,25,0,0,"",,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Decline Crunch",2,5.0,20,0,0,,,
2018-08-15 20:56:27,"Legs Tag v1 3/3 #3",46min,"Decline Crunch",3,5.0,15,0,0,,,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Bench Press (Barbell)",1,55.0,6,0,0,"","",
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Bench Press (Barbell)",2,50.0,6,0,0,,,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Bench Press (Barbell)",3,50.0,7,0,0,,,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Bench Press (Barbell)",4,50.0,5,0,0,,,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Overhead Press (Barbell)",1,30.0,7,0,0,"",,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Overhead Press (Barbell)",2,30.0,6,0,0,,,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Overhead Press (Barbell)",3,30.0,5,0,0,,,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Triceps Extension",1,25.0,8,0,0,"",,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Triceps Extension",2,25.0,7,0,0,,,
2018-08-16 23:44:52,"Push Tag v1 1/3 #8",36min,"Triceps Extension",3,25.0,8,0,0,,,
2018-08-17 15:13:47,"Pull Tag v1 2/3 #5",52min,"Pull Up",1,0.0,4,0,0,"","",
2018-08-17 15:13:47,"Pull Tag v1 2/3 #5",52min,"Pull Up",2,0.0,4,0,0,,,
