Datum,Workout-Name,Dauer,Name der Übung,Reihenfolge festlegen,Gewicht,Wiederh.,Entfernung,Sekunden,Notizen,Workout-Notizen,RPE
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Triceps Dip (Assisted)",3,19.0,10,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Triceps Dip (Assisted)",4,19.0,4,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Triceps Extension (Dumbbell)",1,20.0,8,0,0,"",,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Triceps Extension (Dumbbell)",2,20.0,8,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Triceps Extension (Dumbbell)",3,20.0,8,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Decline Crunch",1,0.0,18,0,0,"",,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Decline Crunch",2,0.0,17,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Decline Crunch",3,0.0,9,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Hanging Leg Raise",1,0.0,7,0,0,"",,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Hanging Leg Raise",2,0.0,6,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Hanging Leg Raise",3,0.0,6,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Triceps Extension",1,20.0,5,0,0,"",,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Triceps Extension",2,17.5,7,0,0,,,
2019-05-07 21:36:08,"Push Tag 1/3",1h 19min,"Triceps Extension",3,17.5,7,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Deadlift (Barbell)",1,55.0,2,0,0,"","",
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Deadlift (Barbell)",2,50.0,5,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Deadlift (Barbell)",3,50.0,5,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Lat Pulldown (Cable)",1,49.5,8,0,0,"",,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Lat Pulldown (Cable)",2,49.5,9,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Lat Pulldown (Cable)",3,49.5,7,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"hinter Schultern",1,15.0,5,0,0,"",,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"hinter Schultern",2,15.0,6,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"hinter Schultern",3,15.0,6,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Hammer Curl (Dumbbell)",1,30.0,9,0,0,"",,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Hammer Curl (Dumbbell)",2,30.0,7,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Hammer Curl (Dumbbell)",3,30.0,5,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Hammer Curl (Dumbbell)",4,30.0,6,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Bicep Curl (Dumbbell)",1,25.0,10,0,0,"",,8.5
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Bicep Curl (Dumbbell)",2,25.0,8,0,0,,,8
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Bicep Curl (Dumbbell)",3,25.0,8,0,0,,,10
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Reverse Curl (Barbell)",1,15.0,7,0,0,"",,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Reverse Curl (Barbell)",2,15.0,5,0,0,,,
2019-05-08 22:26:24,"Pull Tag 2/3",59min,"Reverse Curl (Barbell)",3,10.0,11,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Bench Press (Barbell)",1,50.0,6,0,0,"","",
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Bench Press (Barbell)",2,50.0,5,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Bench Press (Barbell)",3,50.0,5,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Incline Bench Press (Barbell)",1,35.0,7,0,0,"",,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Incline Bench Press (Barbell)",2,35.0,8,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Incline Bench Press (Barbell)",3,35.0,5,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Overhead Press (Barbell)",1,25.0,5,0,0,"",,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Overhead Press (Barbell)",2,25.0,6,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Overhead Press (Barbell)",3,25.0,5,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Lateral Raise (Dumbbell)",1,15.0,12,0,0,"",,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Lateral Raise (Dumbbell)",2,20.0,6,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Lateral Raise (Dumbbell)",3,20.0,8,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Triceps Dip (Assisted)",1,19.0,8,0,0,"",,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Triceps Dip (Assisted)",2,12.0,6,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Triceps Dip (Assisted)",3,12.0,6,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Triceps Extension",1,17.5,8,0,0,"",,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Triceps Extension",2,17.5,8,0,0,,,
2019-05-14 23:03:39,"Push Tag 1/3",1h 6min,"Triceps Extension",3,17.5,5,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Deadlift (Barbell)",1,50.0,4,0,0,"","",
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Deadlift (Barbell)",2,50.0,4,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Deadlift (Barbell)",3,50.0,3,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Lat Pulldown (Cable)",1,57.0,6,0,0,"",,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Lat Pulldown (Cable)",2,57.0,5,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Lat Pulldown (Cable)",3,57.0,4,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"hinter Schultern",1,15.0,6,0,0,"",,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"hinter Schultern",2,15.0,6,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"hinter Schultern",3,15.0,5,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Hammer Curl (Dumbbell)",1,35.0,5,0,0,"",,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Hammer Curl (Dumbbell)",2,30.0,8,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Hammer Curl (Dumbbell)",3,30.0,7,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Hammer Curl (Dumbbell)",4,30.0,7,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Bicep Curl (Dumbbell)",1,30.0,5,0,0,"",,9.5
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Bicep Curl (Dumbbell)",2,25.0,8,0,0,,,8.5
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Bicep Curl (Dumbbell)",3,25.0,8,0,0,,,8.5
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Reverse Curl (Barbell)",1,15.0,6,0,0,"",,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Reverse Curl (Barbell)",2,15.0,6,0,0,,,
2019-05-15 22:31:09,"Pull Tag 2/3",57min,"Reverse Curl (Barbell)",3,15.0,6,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Bench Press (Barbell)",1,50.0,9,0,0,"","",
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Bench Press (Barbell)",2,50.0,7,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Bench Press (Barbell)",3,50.0,6,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Chest Fly",1,57.5,7,0,0,"",,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Chest Fly",2,57.5,7,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Chest Fly",3,57.5,7,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Chest Fly",4,57.5,8,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Overhead Press (Barbell)",1,25.0,6,0,0,"",,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Overhead Press (Barbell)",2,25.0,6,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Overhead Press (Barbell)",3,25.0,5,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Lateral Raise (Dumbbell)",1,20.0,8,0,0,"",,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Lateral Raise (Dumbbell)",2,20.0,8,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Triceps Dip (Assisted)",1,12.0,6,0,0,"",,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Triceps Dip (Assisted)",2,12.0,6,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Triceps Dip (Assisted)",3,12.0,6,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Triceps Extension",1,20.0,6,0,0,"",,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Triceps Extension",2,20.0,4,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Triceps Extension",3,17.5,7,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Decline Crunch",1,0.0,25,0,0,"",,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Decline Crunch",2,0.0,8,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Decline Crunch",3,0.0,7,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Hanging Leg Raise",1,0.0,5,0,0,"",,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Hanging Leg Raise",2,0.0,5,0,0,,,
2019-05-16 21:54:03,"Push Tag 1/3",1h 16min,"Hanging Leg Raise",3,0.0,5,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Incline Bench Press (Barbell)",1,35.0,6,0,0,"","",
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Incline Bench Press (Barbell)",2,35.0,8,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Incline Bench Press (Barbell)",3,35.0,6,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Chest Fly",1,57.5,8,0,0,"",,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Chest Fly",2,57.5,8,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Chest Fly",3,57.5,8,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Chest Fly",4,57.5,6,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Lateral Raise (Dumbbell)",1,20.0,7,0,0,"",,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Lateral Raise (Dumbbell)",2,20.0,7,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Lateral Raise (Dumbbell)",3,20.0,7,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Triceps Dip (Assisted)",1,19.0,8,0,0,"",,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Triceps Dip (Assisted)",2,12.0,6,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Triceps Dip (Assisted)",3,12.0,5,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Triceps Extension",1,17.5,8,0,0,"",,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Triceps Extension",2,17.5,5,0,0,,,
2019-05-19 23:00:55,"Push Tag 1/3",36min,"Triceps Extension",3,17.5,5,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Deadlift (Barbell)",1,50.0,4,0,0,"","",
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Deadlift (Barbell)",2,50.0,4,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Deadlift (Barbell)",3,50.0,4,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Lat Pulldown (Cable)",1,57.0,7,0,0,"",,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Lat Pulldown (Cable)",2,57.0,7,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Lat Pulldown (Cable)",3,57.0,6,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"hinter Schultern",1,15.0,6,0,0,"",,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"hinter Schultern",2,15.0,7,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"hinter Schultern",3,15.0,6,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Hammer Curl (Dumbbell)",1,35.0,7,0,0,"",,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Hammer Curl (Dumbbell)",2,30.0,8,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Hammer Curl (Dumbbell)",3,30.0,7,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Hammer Curl (Dumbbell)",4,30.0,6,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Bicep Curl (Dumbbell)",1,30.0,8,0,0,"",,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Bicep Curl (Dumbbell)",2,30.0,4,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Bicep Curl (Dumbbell)",3,25.0,9,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Reverse Curl (Barbell)",1,15.0,7,0,0,"",,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Reverse Curl (Barbell)",2,15.0,5,0,0,,,
2019-05-21 23:05:21,"Pull Tag 2/3",1h 5min,"Reverse Curl (Barbell)",3,15.0,6,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Bench Press (Barbell)",1,50.0,7,0,0,"","",
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Bench Press (Barbell)",2,50.0,5,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Bench Press (Barbell)",3,50.0,7,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Incline Bench Press (Barbell)",1,40.0,6,0,0,"",,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Incline Bench Press (Barbell)",2,40.0,5,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Incline Bench Press (Barbell)",3,35.0,8,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Chest Fly",1,57.5,8,0,0,"",,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Overhead Press (Barbell)",1,25.0,6,0,0,"",,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Overhead Press (Barbell)",2,25.0,5,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Overhead Press (Barbell)",3,25.0,5,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Lateral Raise (Dumbbell)",1,20.0,8,0,0,"",,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Lateral Raise (Dumbbell)",2,20.0,7,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Lateral Raise (Dumbbell)",3,20.0,7,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Dip (Assisted)",1,12.0,6,0,0,"",,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Dip (Assisted)",2,12.0,7,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Dip (Assisted)",3,12.0,5,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Extension",1,20.0,8,0,0,"",,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Extension",2,20.0,6,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Extension",3,20.0,5,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Extension (Dumbbell)",1,20.0,8,0,0,"",,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Extension (Dumbbell)",2,20.0,8,0,0,,,
2019-05-22 22:53:26,"Push Tag 1/3",1h 9min,"Triceps Extension (Dumbbell)",3,20.0,12,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Deadlift (Barbell)",1,50.0,4,0,0,"","",
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Deadlift (Barbell)",2,50.0,5,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Deadlift (Barbell)",3,50.0,5,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Lat Pulldown (Cable)",1,57.0,7,0,0,"",,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Lat Pulldown (Cable)",2,57.0,5,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Lat Pulldown (Cable)",3,57.0,5,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"hinter Schultern",1,15.0,7,0,0,"",,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"hinter Schultern",2,15.0,6,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"hinter Schultern",3,15.0,8,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Hammer Curl (Dumbbell)",1,35.0,5,0,0,"",,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Hammer Curl (Dumbbell)",2,30.0,7,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Hammer Curl (Dumbbell)",3,30.0,7,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Hammer Curl (Dumbbell)",4,30.0,7,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Bicep Curl (Dumbbell)",1,30.0,5,0,0,"",,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Bicep Curl (Dumbbell)",2,30.0,4,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Bicep Curl (Dumbbell)",3,25.0,10,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Incline Curl (Dumbbell)",1,15.0,5,0,0,"",,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Incline Curl (Dumbbell)",2,15.0,8,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Incline Curl (Dumbbell)",3,15.0,8,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Bicep Curl (Barbell)",1,15.0,10,0,0,"",,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Reverse Curl (Barbell)",1,15.0,6,0,0,"",,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Reverse Curl (Barbell)",2,15.0,6,0,0,,,
2019-05-23 20:14:43,"Pull Tag 2/3",1h 8min,"Reverse Curl (Barbell)",3,15.0,5,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Bench Press (Barbell)",1,50.0,9,0,0,"","",
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Bench Press (Barbell)",2,55.0,6,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Bench Press (Barbell)",3,55.0,6,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Bench Press (Barbell)",4,55.0,5,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Incline Bench Press (Barbell)",1,40.0,6,0,0,"",,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Incline Bench Press (Barbell)",2,40.0,5,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Incline Bench Press (Barbell)",3,35.0,7,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Overhead Press (Barbell)",1,25.0,6,0,0,"",,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Overhead Press (Barbell)",2,25.0,5,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Overhead Press (Barbell)",3,25.0,4,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Dip (Assisted)",1,12.0,5,0,0,"",,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Dip (Assisted)",2,12.0,7,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Dip (Assisted)",3,12.0,6,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Extension",1,20.0,6,0,0,"",,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Extension",2,17.5,8,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Extension",3,17.5,8,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Extension (Dumbbell)",1,20.0,7,0,0,"",,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Extension (Dumbbell)",2,20.0,8,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Triceps Extension (Dumbbell)",3,20.0,8,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Decline Crunch",1,0.0,8,0,0,"",,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Decline Crunch",2,0.0,8,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Decline Crunch",3,0.0,8,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Hanging Leg Raise",1,0.0,6,0,0,"",,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Hanging Leg Raise",2,0.0,5,0,0,,,
2019-05-26 21:23:22,"Push Tag 1/3",1h 28min,"Hanging Leg Raise",3,0.0,6,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Lat Pulldown (Cable)",1,59.5,6,0,0,"","",
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Lat Pulldown (Cable)",2,59.5,6,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Lat Pulldown (Cable)",3,57.0,8,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"hinter Schultern",1,15.0,10,0,0,"",,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"hinter Schultern",2,15.0,8,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"hinter Schultern",3,15.0,9,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Hammer Curl (Dumbbell)",1,35.0,6,0,0,"",,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Hammer Curl (Dumbbell)",2,35.0,5,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Hammer Curl (Dumbbell)",3,30.0,10,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Hammer Curl (Dumbbell)",4,30.0,10,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Bicep Curl (Dumbbell)",1,30.0,8,0,0,"",,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Bicep Curl (Dumbbell)",2,30.0,7,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Bicep Curl (Dumbbell)",3,30.0,5,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Reverse Curl (Barbell)",1,15.0,7,0,0,"",,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Reverse Curl (Barbell)",2,15.0,7,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Reverse Curl (Barbell)",3,15.0,7,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Pull Up",1,0.0,5,0,0,"",,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Pull Up",2,0.0,5,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Incline Curl (Dumbbell)",1,20.0,7,0,0,"",,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Incline Curl (Dumbbell)",2,20.0,6,0,0,,,
2019-05-27 21:45:49,"Pull Tag 2/3",1h 8min,"Incline Curl (Dumbbell)",3,15.0,11,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Bench Press (Barbell)",1,50.0,6,0,0,"","",
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Bench Press (Barbell)",2,55.0,6,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Bench Press (Barbell)",3,20.0,34,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Incline Bench Press (Barbell)",1,40.0,7,0,0,"",,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Incline Bench Press (Barbell)",2,40.0,6,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Chest Fly",1,65.0,9,0,0,"",,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Chest Fly",2,65.0,6,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Chest Fly",3,65.0,5,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Lateral Raise (Dumbbell)",1,20.0,8,0,0,"",,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Lateral Raise (Dumbbell)",2,20.0,8,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Lateral Raise (Dumbbell)",3,20.0,8,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Triceps Dip (Assisted)",1,12.0,6,0,0,"",,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Triceps Dip (Assisted)",2,19.0,6,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Triceps Dip (Assisted)",3,19.0,8,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Triceps Extension",1,20.0,6,0,0,"",,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Triceps Extension",2,20.0,6,0,0,,,
2019-05-28 21:26:29,"Push Tag 1/3",1h 17min,"Triceps Extension",3,17.5,8,0,0,,,
